9.55,-9.83,66.73,28,758548,1,1
9.54,-9.88,66.74,45,758564,1,1
9.53,-9.93,66.75,61,758581,1,1
9.52,-9.94,66.75,77,758597,1,1
9.51,-9.96,66.76,110,758614,0,1
9.50,-9.96,66.76,145,758630,0,1
9.52,-9.95,66.78,180,758646,0,1
9.53,-9.94,66.77,215,758663,0,1
9.53,-9.93,66.75,247,758679,0,1
9.54,-9.93,66.73,282,758695,0,1
9.54,-9.97,66.74,317,758720,0,1
9.58,-9.99,66.78,352,758753,0,1
9.58,-10.02,66.81,385,758788,0,1
9.59,-10.08,66.82,421,758820,0,1
9.59,-10.06,66.84,456,758857,0,1
9.61,-10.05,66.83,491,758890,0,1
9.64,-10.04,66.86,526,758925,0,1
9.66,-9.99,66.85,563,758960,0,1
9.65,-9.91,66.84,595,758994,0,1
9.64,-9.92,66.85,630,759029,0,1
9.66,-9.87,66.81,665,759066,0,1
9.67,-9.89,66.81,700,759103,0,1
9.67,-9.91,66.80,735,759136,1,1
9.66,-9.94,66.79,768,759171,1,1
9.65,-9.91,66.81,802,759207,1,1
9.63,-9.89,66.83,837,759238,1,1
9.64,-9.81,66.81,872,759273,1,1
9.68,-9.77,66.81,905,759310,1,1
9.65,-9.77,66.78,940,759343,1,1
9.67,-9.76,66.77,974,759377,1,1
9.66,-9.73,66.76,1009,759410,1,1
9.67,-9.70,66.76,1044,759445,1,1
9.63,-9.70,66.76,1079,759482,1,1
9.66,-9.70,66.75,1114,759515,1,1
9.67,-9.71,66.75,1150,759549,1,1
9.68,-9.63,66.76,1185,759584,1,1
9.68,-9.61,66.76,1220,759619,1,1
9.67,-9.60,66.77,1255,759654,0,1
9.71,-9.62,66.77,1292,759691,0,1
9.69,-9.62,66.75,1327,759726,0,1
9.68,-9.62,66.76,1361,759762,0,1
9.67,-9.64,66.80,1396,759797,0,1
9.65,-9.63,66.79,1433,759834,0,1
9.66,-9.62,66.78,1468,759869,0,1
9.66,-9.60,66.76,1503,759904,0,1
9.67,-9.61,66.81,1540,759939,0,1
