96.84,-1.23,41.01,10,25604,1,0
96.83,-1.23,40.79,26,25645,1,0
96.83,-1.22,40.72,43,25661,1,0
96.86,-1.18,40.67,59,25677,1,0
96.89,-1.16,40.61,77,25694,1,0
96.91,-1.17,40.53,110,25710,1,0
96.95,-1.18,40.47,145,25726,1,0
96.98,-1.18,40.41,180,25743,1,0
97.00,-1.17,40.36,212,25759,1,0
97.07,-1.15,40.32,247,25776,1,0
97.02,-1.16,40.22,282,25792,0,0
96.99,-1.17,40.08,317,25815,0,0
97.15,-1.20,39.99,350,25847,0,0
97.13,-1.15,39.83,385,25884,0,0
97.13,-1.08,39.72,419,25917,0,0
97.06,-1.10,39.51,454,25952,0,0
96.99,-1.08,39.32,487,25987,0,0
97.01,-1.06,39.15,522,26021,0,0
96.86,-1.03,38.89,557,26056,0,0
97.00,-1.01,38.79,591,26089,0,0
96.87,-0.91,38.60,624,26124,0,0
96.94,-0.87,38.49,659,26159,0,0
96.95,-0.84,38.34,694,26193,0,0
96.96,-0.82,38.20,729,26226,0,0
97.08,-0.77,38.11,761,26263,0,0
97.16,-0.72,38.03,796,26296,0,0
97.20,-0.73,37.89,831,26331,1,0
97.32,-0.72,37.84,866,26363,1,0
97.31,-0.76,37.66,899,26400,1,0
97.22,-0.69,37.50,933,26433,1,0
97.38,-0.73,37.41,968,26468,1,0
97.33,-0.73,37.24,1003,26503,1,0
97.36,-0.71,37.14,1038,26537,1,0
97.26,-0.68,36.96,1073,26570,1,0
97.28,-0.62,36.84,1107,26607,1,0
97.09,-0.60,36.60,1144,26640,1,0
97.14,-0.59,36.46,1179,26675,1,0
97.18,-0.57,36.33,1214,26712,1,0
97.17,-0.55,36.18,1251,26746,1,0
97.06,-0.50,35.98,1286,26781,1,0
97.23,-0.55,35.88,1320,26818,1,0
97.23,-0.57,35.69,1355,26853,0,0
97.09,-0.56,35.41,1392,26890,0,0
97.10,-0.58,35.23,1427,26925,0,0
97.12,-0.59,35.02,1462,26961,0,0
97.27,-0.61,34.91,1497,26996,0,0
97.32,-0.62,34.76,1533,27031,0,0
97.32,-0.55,34.62,1568,27068,0,0
97.41,-0.61,34.45,1603,27103,0,0
97.37,-0.57,34.24,1638,27138,0,0
97.39,-0.50,34.11,1675,27172,0,0
97.44,-0.48,33.97,1710,27209,0,0
97.53,-0.41,33.89,1744,27244,0,1
97.55,-0.44,33.73,1781,27279,0,1
97.55,-0.37,33.61,1816,27316,0,1
97.43,-0.31,33.40,1851,27351,0,1
97.44,-0.29,33.26,1886,27385,1,1
97.53,-0.29,33.15,1923,27422,1,1
97.58,-0.32,33.01,1957,27457,1,1
97.64,-0.37,32.84,1992,27492,1,1
97.52,-0.31,32.62,2027,27529,1,1
97.55,-0.35,32.46,2064,27564,1,1
97.51,-0.36,32.29,2099,27598,1,1
97.63,-0.41,32.17,2134,27633,1,1
97.71,-0.40,32.05,2168,27670,1,1
97.71,-0.35,31.93,2205,27705,1,1
97.73,-0.32,31.81,2240,27742,1,1
97.76,-0.32,31.66,2275,27777,1,1
97.77,-0.29,31.52,2312,27811,1,1
97.90,-0.29,31.44,2347,27846,1,1
97.86,-0.26,31.28,2381,27883,1,1
97.78,-0.22,31.12,2416,27918,0,1
97.81,-0.20,30.99,2453,27953,0,1
97.76,-0.15,30.83,2488,27990,0,1
97.65,-0.09,30.62,2523,28024,0,1
97.70,-0.12,30.47,2557,28059,0,1
97.69,-0.13,30.32,2594,28096,0,1
97.67,-0.16,30.12,2629,28131,0,1
97.48,-0.20,29.85,2664,28166,0,1
97.56,-0.19,29.72,2699,28200,0,1
97.48,-0.15,29.52,2736,28237,0,1
97.63,-0.15,29.43,2770,28272,0,1
97.70,-0.15,29.32,2805,28307,0,1
97.83,-0.11,29.24,2842,28344,0,1
97.80,-0.02,29.09,2877,28379,0,1
97.75,-0.08,28.86,2912,28413,0,1
97.79,-0.11,28.71,2947,28450,1,1
97.86,-0.12,28.61,2983,28485,1,1
97.82,-0.05,28.51,3018,28520,1,1
97.80,-0.06,28.36,3053,28555,1,1
97.72,-0.07,28.13,3088,28592,1,1
97.76,-0.10,27.97,3125,28626,1,1
97.61,-0.09,27.76,3160,28661,1,1
97.45,-0.11,27.58,3194,28698,1,1
97.34,-0.41,27.38,3229,28733,1,1
97.07,-0.87,27.18,3266,28768,1,1
96.63,-1.36,27.07,3301,28805,1,1
96.44,-1.85,26.83,3336,28839,1,1
97.26,-1.87,26.72,3371,28874,1,1
97.95,-1.05,26.55,3407,28911,1,1
97.37,-0.76,26.44,3442,28946,1,1
96.50,0.99,26.23,3477,28981,0,1
96.90,1.96,26.23,3512,29016,0,1
96.71,2.42,26.76,3547,29052,0,1
96.31,3.13,27.13,3581,29087,0,1
96.02,4.31,27.08,3614,29122,0,1
95.66,5.10,26.80,3649,29159,0,1
95.47,5.53,26.92,3684,29192,0,1
95.25,5.80,26.87,3719,29227,0,1
94.25,5.98,26.41,3751,29261,0,1
93.75,6.67,25.39,3786,29296,0,1
93.58,7.02,24.45,3821,29329,0,1
94.74,5.46,21.39,3856,29366,0,1
94.09,6.07,20.71,3889,29399,0,1
94.98,5.95,20.75,3923,29433,0,1
95.41,7.88,20.09,3958,29466,0,1
94.64,9.22,19.66,3993,29503,1,1
92.89,10.17,19.51,4026,29536,1,1
92.82,11.05,19.10,4063,29573,1,1
93.26,11.76,18.78,4098,29605,1,1
93.85,12.24,18.60,4132,29640,1,1
94.30,12.34,18.24,4167,29675,1,1
94.61,12.45,17.84,4204,29710,1,1
95.12,12.27,17.14,4239,29745,1,1
95.68,11.92,16.63,4274,29782,1,1
95.97,11.56,15.99,4311,29816,1,1
96.73,11.34,15.44,4345,29863,1,1
97.67,11.01,14.85,4380,29911,1,1
97.77,11.03,14.70,4415,29927,1,1
97.93,10.63,14.58,4452,29958,1,1
98.59,10.18,14.81,4487,29992,1,1
98.97,9.54,15.09,4521,30029,0,1
99.18,8.79,15.35,4556,30064,0,1
99.19,8.93,15.58,4591,30099,0,1
98.76,9.02,15.82,4624,30136,0,1
98.85,9.55,15.97,4659,30171,0,1
98.10,10.90,16.18,4694,30205,0,1
97.62,11.71,16.30,4728,30240,0,1
96.74,13.08,16.33,4763,30273,0,0
94.24,14.29,16.52,4800,30308,0,0
91.38,16.15,16.84,4835,30343,0,0
89.63,19.57,16.77,4870,30380,0,0
88.91,23.98,17.86,4907,30414,0,0
87.84,28.70,18.16,4941,30449,0,0
87.67,32.95,17.81,4976,30486,0,0
87.04,32.72,20.89,5011,30519,0,0
85.29,28.54,25.09,5048,30556,1,0
86.10,21.15,25.17,5083,30590,1,0
88.82,11.03,22.32,5117,30627,1,0
91.24,-0.33,19.63,5152,30662,1,0
93.22,-12.50,18.50,5189,30697,1,0
