9.35,6.63,69.75,10,168603,1,1
9.34,6.57,69.77,26,168626,1,1
9.34,6.56,69.79,43,168642,1,1
9.35,6.55,69.80,59,168658,1,1
9.35,6.56,69.81,75,168675,1,1
9.37,6.59,69.79,104,168691,1,1
9.36,6.58,69.78,139,168708,1,1
9.35,6.56,69.77,172,168724,1,1
9.32,6.57,69.77,204,168740,1,1
9.30,6.62,69.76,237,168757,1,1
9.30,6.67,69.77,272,168773,1,1
9.28,6.67,69.76,305,168790,1,1
9.28,6.69,69.80,337,168824,1,1
9.36,6.70,69.82,370,168867,1,1
9.36,6.67,69.85,405,168890,1,1
9.33,6.67,69.82,438,168933,1,1
9.29,6.68,69.81,471,168955,1,1
9.32,6.68,69.80,503,168988,1,0
9.34,6.72,69.82,538,169023,1,0
9.37,6.69,69.81,571,169056,0,0
9.37,6.71,69.79,604,169089,0,0
9.38,6.77,69.77,636,169123,0,0
9.37,6.71,69.77,671,169156,0,0
9.39,6.71,69.77,704,169189,0,0
9.39,6.70,69.74,737,169224,0,0
9.35,6.71,69.71,770,169256,0,0
9.32,6.73,69.71,804,169289,0,0
9.33,6.71,69.70,837,169324,0,0
9.32,6.76,69.71,870,169367,0,0
9.31,6.76,69.69,903,169390,0,0
9.30,6.71,69.72,937,169422,0,0
9.31,6.72,69.71,970,169457,0,0
9.30,6.71,69.73,1003,169490,0,0
9.30,6.73,69.74,1038,169523,0,0
9.29,6.71,69.75,1073,169558,1,0
9.32,6.68,69.75,1105,169590,1,0
9.31,6.72,69.74,1140,169623,1,0
9.34,6.67,69.75,1175,169658,1,0
9.32,6.62,69.79,1210,169693,1,0
9.33,6.70,69.77,1243,169725,1,0
9.30,6.66,69.77,1277,169760,1,0
9.32,6.67,69.78,1312,169795,1,0
9.33,6.69,69.80,1347,169830,1,0
9.31,6.67,69.82,1380,169865,1,0
9.35,6.70,69.82,1415,169897,1,0
9.35,6.63,69.81,1449,169932,1,0
9.37,6.56,69.81,1484,169967,1,0
9.38,6.57,69.79,1517,170002,1,0
9.39,6.57,69.77,1552,170037,1,0
9.36,6.59,69.78,1587,170080,0,0
9.31,6.58,69.76,1622,170123,0,0
9.31,6.57,69.76,1656,170139,0,0
9.28,6.59,69.76,1689,170174,0,0
9.26,6.57,69.75,1724,170209,0,0
9.24,6.52,69.75,1759,170244,0,0
9.27,6.51,69.75,1794,170276,0,0
9.29,6.52,69.75,1826,170311,0,0
9.33,6.57,69.77,1861,170346,0,0
9.36,6.60,69.78,1896,170381,0,0
9.34,6.55,69.78,1931,170416,0,0
9.33,6.57,69.78,1964,170448,0,0
9.34,6.58,69.79,1998,170483,0,0
9.34,6.55,69.81,2033,170518,0,0
9.36,6.55,69.85,2068,170553,0,0
9.34,6.57,69.84,2101,170590,1,0
9.35,6.55,69.86,2136,170620,1,0
9.36,6.60,69.83,2170,170655,1,0
9.34,6.58,69.83,2205,170690,1,0
9.33,6.62,69.83,2238,170725,1,0
9.31,6.63,69.80,2273,170760,1,0
9.33,6.66,69.80,2308,170792,1,0
9.33,6.63,69.78,2342,170827,1,0
9.34,6.67,69.80,2375,170862,1,0
9.33,6.70,69.75,2410,170897,1,0
9.33,6.71,69.77,2445,170932,1,0
9.33,6.73,69.78,2480,170964,1,0
9.32,6.77,69.81,2512,170999,1,0
9.31,6.78,69.80,2547,171034,1,0
9.29,6.83,69.83,2582,171069,1,0
9.29,6.85,69.84,2617,171102,0,0
9.29,6.88,69.84,2652,171137,0,0
9.35,6.92,69.85,2684,171173,0,0
9.36,7.01,69.87,2719,171206,0,0
9.37,7.11,69.88,2754,171241,0,0
9.39,7.16,69.86,2789,171274,0,0
9.37,7.17,69.85,2822,171311,0,0
9.37,7.13,69.88,2856,171343,0,0
9.36,7.11,69.86,2891,171378,0,0
9.34,7.08,69.90,2926,171413,0,0
9.33,7.04,69.90,2959,171446,0,0
9.34,7.06,69.93,2994,171483,0,0
9.34,7.06,69.92,3028,171515,0,0
9.35,7.04,69.92,3063,171550,0,0
9.34,7.08,69.93,3096,171583,0,0
9.35,7.10,69.90,3131,171620,1,0
9.34,7.09,69.89,3166,171655,1,0
9.35,7.10,69.89,3201,171687,1,0
9.33,7.08,69.87,3233,171722,1,0
9.33,7.08,69.89,3268,171757,1,0
9.33,7.10,69.91,3303,171792,1,0
9.29,7.10,69.93,3338,171825,1,0
9.29,7.11,69.93,3371,171859,1,0
9.28,7.15,69.94,3405,171894,1,0
9.27,7.13,69.93,3440,171929,1,0
9.31,7.13,69.94,3475,171964,1,0
9.30,7.12,69.96,3508,171997,1,1
9.28,7.09,69.97,3543,172032,1,1
9.30,7.12,69.96,3577,172066,1,1
9.28,7.04,69.99,3612,172103,1,1
9.31,7.08,69.99,3645,172136,0,1
9.31,7.04,69.99,3680,172169,0,1
9.30,7.02,69.99,3715,172204,0,1
9.32,6.99,69.97,3749,172238,0,1
9.32,6.97,69.97,3784,172273,0,1
9.33,6.98,69.95,3817,172308,0,1
9.34,6.92,69.96,3852,172341,0,1
9.35,6.94,69.92,3887,172376,0,1
9.35,6.90,69.89,3921,172410,0,1
9.35,6.88,69.91,3954,172445,0,1
9.35,6.87,69.89,3989,172478,0,1
9.32,6.87,69.87,4024,172513,0,1
9.31,6.83,69.85,4059,172550,0,1
9.29,6.88,69.86,4091,172582,0,1
9.27,6.85,69.85,4126,172617,0,1
9.30,6.82,69.87,4161,172650,1,1
9.28,6.79,69.90,4196,172687,1,1
9.30,6.86,69.89,4229,172720,1,1
9.27,6.86,69.90,4263,172754,1,1
9.28,6.82,69.91,4298,172787,1,1
9.29,6.85,69.91,4333,172824,1,1
9.27,6.76,69.92,4366,172859,1,1
9.28,6.72,69.90,4401,172892,1,1
9.29,6.72,69.88,4435,172929,1,1
9.28,6.71,69.88,4470,172961,1,1
9.31,6.73,69.90,4503,172996,1,1
9.32,6.76,69.91,4538,173029,1,1
9.31,6.72,69.91,4573,173064,1,1
9.34,6.74,69.88,4608,173099,1,1
9.36,6.74,69.88,4640,173133,1,1
9.33,6.70,69.86,4675,173168,0,1
9.32,6.70,69.86,4710,173201,0,1
9.32,6.67,69.87,4745,173236,0,1
9.32,6.68,69.81,4777,173271,0,1
9.32,6.69,69.80,4812,173305,0,1
9.32,6.67,69.79,4847,173338,0,1
9.31,6.65,69.80,4882,173373,0,1
9.32,6.63,69.77,4917,173410,0,1
9.34,6.59,69.79,4950,173443,0,1
9.30,6.37,69.83,4984,173477,0,1
9.34,6.10,69.88,5019,173510,0,1
9.31,5.73,69.89,5054,173545,0,1
9.30,5.00,69.89,5087,173582,0,1
9.32,3.92,69.86,5122,173615,0,1
9.39,2.64,69.77,5156,173649,0,1
9.38,1.31,69.69,5191,173682,1,1
9.38,-0.13,69.56,5224,173717,1,1
9.34,-1.27,69.41,5261,173752,1,1
9.37,-2.30,69.32,5296,173787,1,1
9.33,-3.07,69.07,5330,173821,1,1
9.29,-3.58,68.89,5365,173854,1,1
9.33,-3.88,68.72,5402,173889,1,1
9.40,-4.46,68.64,5437,173926,1,1
9.50,-5.04,68.56,5472,173963,1,1
9.60,-5.30,68.51,5507,173998,1,1
9.61,-5.46,68.43,5543,174032,1,1
9.60,-5.31,68.34,5578,174069,1,1
9.64,-5.14,68.26,5613,174104,1,1
9.64,-5.02,68.21,5650,174139,1,1
9.62,-4.87,68.14,5685,174174,1,1
9.66,-4.55,68.08,5720,174209,0,1
9.69,-4.33,68.03,5754,174245,0,1
9.67,-3.97,67.97,5791,174282,0,1
9.77,-3.78,67.92,5826,174317,0,1
9.73,-3.41,67.85,5861,174352,0,1
9.75,-3.32,67.90,5896,174387,0,1
9.79,-3.23,68.00,5933,174424,0,1
9.82,-3.18,68.00,5967,174458,0,1
9.76,-2.97,67.95,6002,174493,0,1
9.80,-2.77,67.95,6037,174528,0,1
9.80,-2.87,67.94,6074,174563,0,1
9.79,-2.84,67.92,6109,174600,0,1
9.81,-2.75,67.92,6144,174637,0,1
9.81,-2.68,67.87,6180,174671,0,1
9.82,-2.72,67.87,6215,174706,0,1
9.82,-2.49,67.80,6250,174741,1,1
9.81,-2.37,67.78,6285,174778,1,1
9.75,-2.18,67.79,6322,174813,1,1
9.73,-2.05,67.82,6356,174848,1,1
9.72,-2.11,67.81,6391,174882,1,1
9.71,-2.20,67.81,6426,174919,1,1
9.73,-2.50,67.88,6463,174954,1,1
9.73,-2.87,67.94,6498,174991,1,1
9.72,-3.77,68.00,6533,175026,1,0
9.57,-4.86,67.97,6567,175060,1,0
9.65,-6.05,67.89,6604,175095,1,0
10.78,-7.50,68.14,6639,175132,1,0
11.62,-8.11,68.86,6676,175167,1,0
11.01,-7.40,69.46,6713,175202,1,0
10.19,-5.89,69.56,6748,175239,1,0
9.56,-3.95,69.46,6785,175273,0,0
9.67,-1.09,69.19,6819,175310,0,0
9.84,1.16,68.90,6856,175347,0,0
9.92,3.03,68.71,6889,175382,0,0
10.03,5.11,68.61,6924,175419,0,0
9.76,7.19,68.60,6959,175456,0,0
9.76,9.38,68.71,6993,175491,0,0
10.39,12.48,68.68,7028,175525,0,0
10.74,14.79,68.93,7065,175558,0,0
10.54,18.32,69.45,7100,175595,0,0
10.38,21.61,70.03,7137,175628,0,0
9.95,24.93,70.92,7174,175663,0,0
10.20,29.20,71.56,7208,175699,0,0
10.45,33.48,72.01,7245,175736,0,0
9.09,37.68,73.63,7282,175773,0,0
7.62,40.92,74.78,7317,175808,1,0
6.40,43.48,75.49,7352,175845,1,0
5.60,45.67,76.19,7389,175882,1,0
6.04,46.41,76.21,7424,175919,1,0
6.51,45.82,76.45,7458,175953,1,0
7.08,44.84,76.48,7493,175988,1,0
7.38,43.70,76.49,7530,176023,1,0
8.04,42.76,76.22,7565,176060,1,0
8.79,40.69,76.11,7600,176095,1,0
9.86,38.47,75.79,7634,176130,1,0
10.75,35.03,75.63,7671,176166,1,0
10.62,31.54,75.80,7706,176201,1,0
10.33,27.40,75.86,7743,176238,1,0
10.53,26.17,75.20,7780,176273,1,0
11.33,22.78,73.97,7817,176316,0,0
11.77,22.06,73.30,7854,176345,0,0
12.06,21.21,73.07,7888,176381,0,0
12.59,19.42,72.99,7925,176416,0,0
12.61,18.00,72.94,7962,176453,0,0
12.57,15.12,72.76,7999,176490,0,0
12.79,13.70,72.58,8034,176527,0,0
12.72,11.40,72.82,8071,176564,0,0
11.98,11.21,73.20,8108,176601,0,0
11.36,10.14,73.09,8144,176635,0,0
10.75,8.95,72.42,8181,176672,0,0
11.26,8.26,72.34,8216,176709,0,0
12.11,9.71,72.29,8251,176746,0,0
12.42,10.96,72.75,8286,176781,0,0
